"Site_SPC_year","site","SPC_Rep","year","Observer","Lat","Lon","site_year","geographic","Acanthurus.blochii","Acanthurus.guttatus","Acanthurus.lineatus","Acanthurus.maculiceps","Acanthurus.nigricauda","Acanthurus.xanthopterus","Aphareus.furca","Caesio.caerulaurea","Calotomus.carolinus","Carangoides.ferdau","Carangoides.orthogrammus","Caranx.lugubris","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Cheilinus.trilobatus","Cheilinus.undulatus","Chlorurus.bleekeri","Chlorurus.frontalis","Chlorurus.microrhinos","Chlorurus.sordidus","Ctenochaetus.striatus","Elagatis.bipinnulata","Epinephelus.hexagonatus","Epinephelus.howlandi","Epinephelus.spilotoceps","Hipposcarus.longiceps","Kyphosus.cinerascens","Kyphosus.vaigiensis","Lethrinus.harak","Lethrinus.olivaceus","Lethrinus.xanthochilus","Lutjanus.argentimaculatus","Lutjanus.bohar","Lutjanus.fulvus","Lutjanus.gibbus","Lutjanus.monostigma","Lutjanus.semicinctus","Macolor.macularis","Macolor.niger","Monotaxis.grandoculis","Mulloidichthys.vanicolensis","Myripristis.adusta","Myripristis.sp","Naso.lituratus","Naso.unicornis","Naso.vlamingii","Parupeneus.barberinus","Parupeneus.trifasciatus","Pempheris.oualensis","Sargocentron.tiere","Scarus.dimidiatus","Scarus.forsteni","Scarus.frenatus","Scarus.ghobban","Scarus.oviceps","Scarus.psittacus","Scarus.rivulatus","Scarus.rubroviolaceus","Selar.crumenophthalmus","Siganus.argenteus","Siganus.doliatus","Siganus.punctatus"
"KOS-07 6 2012","KOS-07",6,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0.168830831518391,0,0.244137968920418,0,0,0,0,0,0.103564863744774,0.0597288455749032,0,0,0,0,0,0,0.978665567968062,0,0,0,0,1.83305188906671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09129329,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 6 2019","KOS-07",6,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87560304443364,0.338467048560372,0,0,0,0,0,0,0,0,0,0,0,0,0.47235329240518,0,0,0,0,0,0,0,0,0,0.395765152116036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 7 2012","KOS-07",7,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0,0,0.113262112324122,0,0,0,0,0,0.167346947212775,0.260653444390387,0,0,0,0,0,0,0,0,0,0,0,0.0501146427949585,0.343854880366286,0,0,0,0,0,0.657103693297463,0,0,0,0,0,0,0,1.03286006053032,0.07762392,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 7 2019","KOS-07",7,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88929397526802,0,0,0,0,0.97101640288605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 8 2012","KOS-07",8,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0.228279900130242,0.23295276763031,0,0,0,0,0,0.400553983538858,0.355825400241413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 8 2019","KOS-07",8,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33278204587807,0.462927695040307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37889379409626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 9 2012","KOS-07",9,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0.288965017205501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187771343197524,0,0,0,0,0,0,0,0.344959971366741,0,0,0,0.0753983782968097,0.155855299466986,0,0,0,0,0,0,0,0,0,0.287052565187615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 9 2019","KOS-07",9,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24518902966541,0,0,0,0.666391022939034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0272774519952,0,0,0,0,2.08155717968265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-08 1 2012","KOS-08",1,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.760788776082418,0,0,0,0,0,0,0,0,0.388025506417328,0,0,0,0,0,0.585517310614168,0,0,0,0,0,0,0,0,0,0,0,0,0.45572073416408,0,0.232550291867535,0,0,0,0,0,0,0,0.255022600829637,0,0,0,0.17123474393593,0,0,0,0,0,0,0,0.495100306758177,0,0.22629649944799,0,0,0,0
"KOS-08 10 2012","KOS-08",10,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0.390861588642298,0.37275666000838,0,0,0,0,0,0,0.220987334625927,0.406449914985074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466614509473999,0,0,0,0,0,0,0,0,0.645547120067496,0,0,0,0,0,0
"KOS-08 11 2012","KOS-08",11,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.246490368853699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277597719895093,0.618692238037576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484935141245633,0,0,0,0,0,0,0,0.181295939026188,0,0,0,0,0,0,0,0,0,0
"KOS-08 12 2012","KOS-08",12,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.190334630174203,0,0,0.842575902163257,0,0,0.280804978121358,0,0,0,0,0,0,0,0.510093133669646,0.441906873599634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104613109766848,0.495527538486125,0,0,0,0,0,0,0,0,0,0,0,0.17123474393593,0,0,0,0.210567138779266,0,0,0,0,0,0,0,0,0,0
"KOS-08 2 2012","KOS-08",2,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.165372457346779,0,0,0,0,0.460665418905913,0,0,0,0,0,0,0,0,0.287962792689968,0.298891995797867,0,0,0,0,0,0,0,0,0,0,0,0,0.534030416454699,0,0,0,0,0,0,0,0,0,0.719296325532398,0,0,0,0.085165470090156,0.22974391,0,0,0,0,0,0,0.119619086161745,0,0,0,0,0,0
"KOS-08 3 2012","KOS-08",3,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289895754696477,0.119457691149806,0,0,0,0,0,0,0,0,0,0,0,0,0.534030416454699,0,0,0,0,0,0.443981113086696,0,0,0,0.981925572639916,0,0,0,0,0,0,0.543984200684518,0.602481859435427,0,0,0,0.635837256941063,0,0,0,0,0,0
"KOS-08 4 2012","KOS-08",4,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.315330463169064,0,0,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0.134047245712511,0.260653444390387,0,0,0,0,0,0,0,0,0,0,0,0,1.04906198034294,0,0,0,0,0,0,0,0,0,0.321482264308928,0,0,0,0,0,0,0,0.240850618371414,0,0,0,0,0,0,0,0,0,0
"KOS-08 5 2012","KOS-08",5,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0.228408382652958,0,0.165372457346779,0,0,0,0,0,0.280804978121358,1.09008203845535,0.268455813058975,0,0,0,0,0,0.122548807483702,0.500018641810171,0,0,0,0,0,0,0,0,0,0,0,0,0.155855299466986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839430694021678,0,0,0,0,0,0
"KOS-08 6 2012","KOS-08",6,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.353425406704957,0,0,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0,0.30087758403695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085165470090156,0,0,0,0.242784507717686,0,0,0,0,0,0,0,0,0,0
"KOS-08 7 2012","KOS-08",7,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0.190334630174203,0,0,0,0,0,0,0,0.139571618987003,0,0,0,0,0,0,0.320983118569171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415200306942627,0,0,0,0
"KOS-08 8 2012","KOS-08",8,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0.300904160688878,0,0,0,0,0,0,0.670432621015581,0.433322067126819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-08 9 2012","KOS-08",9,2012,"BMT",5.36143084798,162.948360865,"KOS-08 2012","Northwest Corner",0,0,0,0,0.653752047559363,0,0,0,0,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0.103564863744774,0.429986000165793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208045902900916,0,0,0,0,0,0,0.287052565187615,0,0,0,0,0,0,0.0848388017813969,0.27808300715423,0,0,0,0,0,0,0,0,0,0
"KOS-09 1 2017","KOS-09",1,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0.494988983906217,0,0,0,0,0,0.806934053432633,0,0,0,0,0,0,0,0,0,0.254272660034548,0,1.35787160747292,0.55393150511171,0,0,0,0,0,0,0,0,0,0,0,0,0.5373950108269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 10 2017","KOS-09",10,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0.464235582790679,0,0,0,0,0,0,0.684571390180906,0.319412697629232,0,0,0,0,0,0,0,0,0,0,0,0,1.05481227488133,0,0,0,0,0,0,0,0,0,0.321482264308928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 11 2017","KOS-09",11,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00697610617475,0.284554725135862,0,0,0,0,0,0,0,0,0,0,0,0,1.52716556728651,0,0,0,0,0,0,1.92288610210685,0,0,0.542075166017252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 12 2017","KOS-09",12,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21727417173083,0.395310182171449,0,0,0,0,0,0,0,0,0,2.69969108841692,0,0,1.32088536163267,0,0,0,0,0,0,5.46925667120865,0,0,0,0,0,0,0,0,0,0.799974218996189,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 2 2017","KOS-09",2,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0.445458312913354,0,0,0,0,0,0,0.796270569362061,0,0,15.2043239580055,0,0,2.27578023537508,0.222130340979678,0.140226160904522,0,0,0,0,0,0,0,0,0,0,0,0,0.814025599686751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 3 2017","KOS-09",3,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664095362669547,0,0,1.02068157761499,0,0,0,0,0,0,0,0,0,0,0.72689399795484,0,0,0,0,0.261915250689168,0.265202521863,0,0,0,0,0,0,1.73687474892766,0,0,0,0,0,0,0,1.39194737243445,0,0,1.12583628478552,0,0,0,0,0,0,0
"KOS-09 4 2017","KOS-09",4,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24549636207071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45722027270386,0,0.723305119075175,0,0,0,0.317832024462952,0,0,0,2.19852974825642,0,0,0.355332284700169,0,0,0,0,0.687424315406143,0,0,0.621565431560624,0,0,0,0,0,0,0
"KOS-09 5 2017","KOS-09",5,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140226160904522,0,0.226084441869831,0,0,0,0,0,0,0,0,0,0,1.33850292296605,0,0.410870275998934,0,0,0,0,0,0,0,0.480345416746096,0,0,0,0,0,0,0,0.907838810591754,0,0,0,0,0,0,0,0,0,0
"KOS-09 6 2017","KOS-09",6,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0.396122906425286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62089665131028,1.23443418884168,0.247645550979083,0,0,0,0,0,0,0.657298821234157,0,0,0,0,0,0.970962043029398,0.229167149850783,0,1.00207979573029,0,0,0,0,0,0,0.895587394684158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 7 2017","KOS-09",7,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30207599994188,0,0,0,0,0,0.647884621092256,0.53235449604872,0,0,0,0,0,0,0,0,0,0,0,0,1.08021970431198,0,0.315221871416564,0,0,0,0,0,0,0,0,0,0,0,0.477018937997222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-09 8 2017","KOS-09",8,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0.358167028266777,0.556312123272172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324730069267749,0,0.218346274513052,0,0,0,0.800851492430638,0,0,0,0.576504865138565,0,0,0,0,0,0,0,0,0,0,0.706567433213386,0,0,0,0,0,0,0
"KOS-09 9 2017","KOS-09",9,2017,"SM",5.35309987431,162.947044668,"KOS-09 2017","Northwest Corner",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412896804898914,0,0.153029893224436,0,0,0,0.524163466910259,0,0,0,0,0,0,1.99951885969169,0,0.410870275998934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125939003991476,0,0,0,0,0,0,0
"KOS-10 1 2015","KOS-10",1,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.100946770040006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469460978533076,0.412896804898914,0,0,0,0,0,0,0,0,0,0,0,0,0.0802622250648596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 1 2017","KOS-10",1,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0.414202844658089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811932726955873,0.572466618703992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391480589845506,0,0.321482264308928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330525724323776,0,0,0,0
"KOS-10 10 2015","KOS-10",10,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0.220650041523229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487329834120279,0.898744016563738,0,0,0,0,0,0.127404104897783,0.0890323931538561,0,0,0,0,0,0,0,0,0,0,0.0818369513201657,0,0,0,0,0,0,0,0,0,0,0,0,0.181906977628781,0.0701038096038306,0,0.399582815148456,0,0,0,0,0,0,0
"KOS-10 10 2017","KOS-10",10,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43368553562149,0,0,0,0,0.510093133669646,0.681790134781094,0,0,0,0,0,0,0,0,0,0,0,0,0.5696509177051,0,1.56186768225855,0,0,0,0,0,0,0,1.00634889072001,0,0,0,0.996926423197325,0,0,0,0.210567138779266,0.248018079735763,0,0,0,0,0,0,0,0,0
"KOS-10 11 2015","KOS-10",11,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.302840310120018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806220409138925,1.28022735420617,0,0,0,0,0,0,0,0,0,0,0,0,0.173135405297023,0,0,0,0,0,0,0,0,0,0.237657560879411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 11 2017","KOS-10",11,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0.221069648114117,0,0,0,0.280085855566575,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05904806488323,0.8012478259309,0,0,0,0,0,0,0,0,0,0,0,0,0.5696509177051,0,1.13739489123803,0,0,0,0,0,0,0,0.645432802047476,0,0,0,0,0,0,0,0.720404230724062,0,0,0,0,0,0.455313680973271,0,0,0,0
"KOS-10 12 2015","KOS-10",12,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.100946770040006,0,0,0,0,0,0,0,0,0,0,0,0,0.306631668625849,0,0,0,0,0.234844941762307,1.76024085455512,0,0,0,0,0,0,0.0725119260902927,0,0,0,0,0,0.0662451017180552,0,0,0,0,0.0986159431795863,0,0,0,0,0.98941288029009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 12 2017","KOS-10",12,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34571799948582,0,0,0,0,0.578956280575412,0.589204595773033,0,0,0,0,0,0,0,0,0,0,0,0,0.497645850090046,0,0.776426805187509,0,0,0,0,0,0,0,1.04324686327095,0,0,0,0,0,0,0,0.154835392175737,0.248018079735763,0,0,0,0,0.383015056895985,0,0,0,0
"KOS-10 2 2015","KOS-10",2,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.0838196672885647,0,0,0,0,0,0,0,0,0,0,0,0,0.0782927498245183,0,0,0,0,1.40509309268926,0.368072834464948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57868339568123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 2 2017","KOS-10",2,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716791616086474,0.637743785931114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608534829496543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496119951977555,0,0,0,0
"KOS-10 3 2015","KOS-10",3,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.322016418154123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65342766240555,0.822016295685616,0,0,0,0,0,0.637020524488915,0.629154224862966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613402837689498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 3 2017","KOS-10",3,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757355532383904,0.637743785931114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136729403514197,0,0,0,0,0,0,0,0.933412262428172,2.21113382139689,0,0,0.17123474393593,0,0,0,0,0.543984200684518,0,0,0,0,1.33082685921675,0,0,0,0
"KOS-10 4 2015","KOS-10",4,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.480491512296444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467227955947082,0.65169304610291,0,0,0,0,0,0.440393057166388,0,0,0,0,0,0,0,0,0.05914463819654,0,0,0.162040704253055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 4 2017","KOS-10",4,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0.445943080030173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860988634967818,0.986418903947023,0,0,0,0,0,0,0,0,0,0,0,0,0.5696509177051,0,0,0,0,0,0,0,0,0,2.71844053300054,2.21113382139689,0,0,0,0,0,0,0.452769639947565,0,0,0,0.164207600278211,0,0.462449694535391,0,0,0,0
"KOS-10 5 2015","KOS-10",5,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.525364962191072,0,0,0,0,0,0,0,0,0,0,0,0,0.0248850629522628,0,0,0,0,0.391096411362022,0.511466885198388,0,0,0,0,0,0.22393673231579,0,0.0518452789215972,0,0,0,0,0,0,0,0,0,0,0.356870379343942,0,0,0,0.197882576058018,0,0,0,0,0,0,0,0,0.164081842668616,0,0,0,0,0,0,0,0,0
"KOS-10 5 2017","KOS-10",5,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0.120122878074111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397364299949706,0.502603598056384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49170010296856,0,0,0,0,1.19273923699846,2.80793576087386,0,0,0,0,0,0,0,0,0,0,0,0,0.0880670065449135,0,0,0,0
"KOS-10 6 2015","KOS-10",6,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0.434045415001434,0,0.442139296228234,0,0,0,0,0,0,0,0,0,0,0,0,0.154942042454584,0,0,0,0,0,0.835965555857413,0,0,0,0,0,0.67181019694737,0.941649869073674,0,0,0,0,0,0.155855299466986,0,0.136729403514197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234185652272447,0,0,0.119619086161745,0,0,0,0,0,0
"KOS-10 6 2017","KOS-10",6,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0.360594100862755,0,0,0,0,0,0,0,0,0,0.124690130504855,0,1.45443013343786,0,0,0,0,0,0,0.434629643894124,0,0,0,0,0,0,0.160524450129719,0,0.100593599631823,0,0,0,0,0,0,0,1.68867966531842,0,0,0,0,0,0,0,0,0,0,0,0.664424614190198,0,1.65381843102074,0,0,0,0
"KOS-10 7 2015","KOS-10",7,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.302840310120018,0,0,0,0,0,0,0,0,0,0,0.259933875260839,0.0581811334203619,0.207390806487806,0,0,0,0,0.65385890747827,0.734545550839303,0,0,0,0,0,0,0.880233522311037,0,0,0,0,0,0.18062217101165,0,0,0,0,0,0,0,0,0,0.754145388975897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-10 7 2017","KOS-10",7,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700171879426775,0,0,0,0,0,0,0.355023788460275,0,0,0,0,0,0,0,0,0.36096808605052,0,0,0,0,0,0,0,0.679862501168789,0,0,0,0.230754932581554,0,0,0,0.358460636718887,0.281267975928896,0,0.271907129645825,0.23923817232349,0,1.15414588962176,0,0,0,0
"KOS-10 8 2015","KOS-10",8,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0.434045415001434,0,0.201893540080012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437671351879593,0.919716628855425,0,0,0,0,0,0.67181019694737,0.145023852180585,0,0,0,0,0,0.0662451017180552,0,0,0,0,0,0,0,0,0,0.197882576058018,0,0,0,0,0,0,0,0,0.164081842668616,0,0,0,0,0.403261686643798,0,0,0,0
"KOS-10 8 2017","KOS-10",8,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0,0,0,0,0,0.374571435002418,0,0,0,0.689590545900166,0,0,0,0,0,1.73487192450271,0.487342192507786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47464600629204,0,0,0,0,0,0,0,2.79831765340237,0,0,0,0,0,0,0,0.856576798656271,0,0,0,0,0,2.66901741639527,0,0,0,0
"KOS-10 9 2015","KOS-10",9,2015,"MM",5.28504428031,163.028940515,"KOS-10 2015","Southeast",0,0,0.407385088533877,0,0,0.203832046944141,0,0,0,0,0,0,0,0,0,0.176518842868126,0,0,0,0,0.306620178853597,0.898744016563738,0,0,0,0,0,0.996494684223267,0.869640528033447,0,0,0,0,0,0.258484967549694,0,0.36096808605052,0,0,0.375862215802584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330525724323776,0,0,0,0
"KOS-10 9 2017","KOS-10",9,2017,"SM",5.28504428031,163.028940515,"KOS-10 2017","Southeast",0,0,0,0.580805123570192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17966391036042,0.8012478259309,0,0,0,0,0,0.624021236568098,0,0,0,0,0,0,0.94088209134031,0,1.84140456064517,0,0,0,0,0,0,0,1.83387086047559,0,0,0,0,0,0,0,2.56495311596208,0.356350255084379,0,0,0,0,0,0,0.274082477108427,0,0
"KOS-11 1 2015","KOS-11",1,2015,"MM",5.34347953499,162.946761038,"KOS-11 2015","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403501910760172,0.233710268174204,0,0,0,0,0,0.318816134467761,0,0,0,0,0,0,0.0802622250648596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-11 1 2017","KOS-11",1,2017,"SM",5.34347953499,162.946761038,"KOS-11 2017","Northwest",0,0,0,0,0,0,0,0,0,0,0,0,0,0.173086127593888,0,0,0,0,0,0,1.38591710185353,0.448542215229316,0,0,0,0,0,0,0,0,0,0,0,0,0.336048562336402,0,0,0,0,0,0.49925273797768,0,0,0,0.576504865138565,0,0,0,0,0,0,0,0.403807158708706,0,0,0,0,0,0,0,0,0,0
